No.,Topic,Source,Question,Choices,Answer,Explanation,Difficulty
1152,Machine Learning,SanFoundry,Which method handles active learning in NLP?,"a) Uncertainty Sampling, b) K-Means, c) PCA, d) SARSA",a,Selects most uncertain examples for labeling to maximize model improvement.,Hard
1153,Reinforcement Learning,SanFoundry,What is the goal of constrained RL in dialogue systems?,"a) Enforce rules, b) Speed up training, c) Reduce parameters, d) Cluster intents",a,"Ensures responses meet constraints (e.g., politeness, brevity).",Hard
1154,Natural Language Processing,SanFoundry,Which algorithm optimizes text summarization?,"a) TextRank, b) Q-Learning, c) SVM, d) Gradient Descent",a,Graph-based ranking extracts key sentences based on similarity.,Medium
1155,Deep Learning,SanFoundry,What is the space complexity of a word-level RNN with V words and h hidden units?,"a) O(Vh), b) O(h²), c) O(V²), d) O(h)",b,"Stores h × h weight matrices, independent of vocabulary size V.",Hard
1156,Natural Language Processing,SanFoundry,Which metric evaluates readability in generated text?,"a) Flesch-Kincaid, b) BLEU, c) Precision, d) Recall",a,Assesses text complexity based on sentence/word length.,Medium
1157,Deep Learning,SanFoundry,"What does ""LongT5"" improve over T5?","a) Long-sequence handling, b) Speed, c) Model size, d) Word diversity",a,Extends T5 with efficient attention for longer inputs.,Hard
1158,Machine Learning,SanFoundry,Which technique improves convergence in NLP training?,"a) Learning Rate Scheduling, b) Dropout, c) Batch Norm, d) Gradient Clipping",a,"Adjusts learning rate dynamically for faster, stable convergence.",Medium
1159,Natural Language Processing,SanFoundry,What is the time complexity of computing ROUGE for n sentences with avg. length m?,"a) O(nm), b) O(nm²), c) O(n²m), d) O(m²)",a,Linear in n and m for n-gram overlap computation.,Hard
1160,Natural Language Processing,SanFoundry,Which loss is best for question generation?,"a) Cross-Entropy, b) Contrastive Loss, c) Hinge Loss, d) MSE",a,Optimizes token-level accuracy against reference questions.,Medium
1161,Natural Language Processing,SanFoundry,"What does ""USE"" provide in sentence embeddings?","a) Universal embeddings, b) Speed, c) Word clustering, d) Syntax parsing",a,Universal Sentence Encoder generates task-agnostic sentence vectors.,Medium
1162,Machine Learning,SanFoundry,Which method handles semi-supervised learning in NLP?,"a) Self-Training, b) K-Means, c) PCA, d) SARSA",a,Uses model predictions to label unlabeled data iteratively.,Hard
1163,Reinforcement Learning,SanFoundry,What is the purpose of transfer learning in RL for NLP?,"a) Reuse knowledge, b) Speed up inference, c) Reduce parameters, d) Cluster data",a,"Applies pre-trained policies to new NLP tasks (e.g., domains).",Hard
1164,Natural Language Processing,SanFoundry,Which algorithm optimizes entity linking in NLP?,"a) NEL, b) Q-Learning, c) SVM, d) Gradient Descent",a,Named Entity Linking resolves entities to knowledge base entries.,Hard
1165,Deep Learning,SanFoundry,What is the space complexity of a transformer encoder with n tokens and d dimensions?,"a) O(n²), b) O(nd), c) O(d²), d) O(n²d)",a,Quadratic in n for attention matrix dominates per layer.,Hard
1166,Natural Language Processing,SanFoundry,Which metric evaluates coherence in dialogue responses?,"a) Human Eval, b) BLEU, c) Precision, d) Recall",a,Human judgment assesses logical flow and context adherence.,Hard
1167,Deep Learning,SanFoundry,"What does ""Reformer"" optimize in transformers?","a) Memory efficiency, b) Speed, c) Model depth, d) Word diversity",a,Uses locality-sensitive hashing to reduce attention memory from O(n²) to O(n log n).,Hard
1168,Reinforcement Learning,SanFoundry,Which technique reduces latency in RL for NLP?,"a) Policy Distillation, b) Dropout, c) Batch Norm, d) Gradient Clipping",a,"Compresses complex policies into smaller, faster models.",Hard
1169,Machine Learning,SanFoundry,What is the time complexity of training an NER model with n tokens and k tags?,"a) O(nk), b) O(nk²), c) O(n²k), d) O(k²)",a,Linear in n and k for CRF or softmax over tags per token.,Hard
1170,Natural Language Processing,SanFoundry,Which loss is best for sentiment classification with noisy data?,"a) Label Smoothing, b) Cross-Entropy, c) Hinge Loss, d) MSE",a,Reduces overconfidence on noisy labels by softening targets.,Hard
1171,Natural Language Processing,SanFoundry,"What does ""DocRED"" evaluate in NLP?","a) Relation extraction, b) Speed, c) Word frequency, d) Syntax accuracy",a,Document-level Relation Extraction assesses entity relationship prediction.,Hard
1172,Machine Learning,SanFoundry,Which method handles adversarial attacks in NLP?,"a) Adversarial Training, b) K-Means, c) PCA, d) SARSA",a,Trains on perturbed inputs to improve robustness.,Hard
1173,Reinforcement Learning,SanFoundry,What is the goal of curriculum learning in RL for NLP?,"a) Gradual task difficulty, b) Speed up training, c) Reduce parameters, d) Cluster intents",a,Starts with simpler tasks to improve learning efficiency.,Hard
1174,Machine Learning,SanFoundry,Which algorithm optimizes text classification with embeddings?,"a) FastText, b) Q-Learning, c) SVM, d) Gradient Descent",a,"Uses subword embeddings for efficient, robust classification.",Medium
1175,Deep Learning,SanFoundry,What is the space complexity of a decoder-only transformer with n tokens?,"a) O(n²), b) O(nd), c) O(d²), d) O(n)",a,Quadratic in n for autoregressive attention matrix per layer.,Hard
1176,Natural Language Processing,SanFoundry,Which metric evaluates specificity in text summarization?,"a) ROUGE, b) BLEU, c) Precision, d) Recall",c,Precision measures how much summary content is relevant to the source.,Medium
1177,Deep Learning,SanFoundry,"What does ""BigBird"" improve in transformers?","a) Long-sequence efficiency, b) Speed, c) Model size, d) Word diversity",a,Uses sparse attention patterns to handle longer contexts with less memory.,Hard
1178,Machine Learning,SanFoundry,Which technique improves stability in NLP training?,"a) Gradient Accumulation, b) Dropout, c) Batch Norm, d) Gradient Clipping",a,Accumulates gradients over small batches for stable updates with limited memory.,Hard
1179,Natural Language Processing,SanFoundry,What is the time complexity of computing pairwise similarity for n sentences with d dim?,"a) O(n²d), b) O(nd), c) O(n²), d) O(d²)",a,"Quadratic in n for pairwise comparisons, linear in d per comparison.",Hard
1180,Natural Language Processing,SanFoundry,Which loss is best for text clustering tasks?,"a) KL Divergence, b) Cross-Entropy, c) Hinge Loss, d) MSE",a,Measures divergence between predicted and target distributions for soft clustering.,Hard
1181,Natural Language Processing,SanFoundry,"What does ""Linguistic Inquiry"" assess in text analysis?","a) Psychological traits, b) Speed, c) Word frequency, d) Syntax accuracy",a,"LIWC analyzes text for emotional, cognitive, and social insights.",Medium
1182,Machine Learning,SanFoundry,Which method handles multi-task learning in NLP?,"a) MT-DNN, b) K-Means, c) PCA, d) SARSA",a,Multi-Task Deep Neural Network shares layers across tasks for efficiency.,Hard
1183,Reinforcement Learning,SanFoundry,What is the purpose of exploration in RL for dialogue?,"a) Discover new responses, b) Speed up inference, c) Reduce parameters, d) Cluster data",a,Explores diverse dialogue strategies to improve robustness.,Medium
1184,Natural Language Processing,SanFoundry,Which algorithm optimizes text generation with constraints?,"a) Constrained Beam Search, b) Q-Learning, c) SVM, d) Gradient Descent",a,"Enforces rules (e.g., keywords) during sequence decoding.",Hard
1185,Natural Language Processing,SanFoundry,"What is the space complexity of a topic model with n docs, k topics, and V terms?","a) O(nk + kV), b) O(nV), c) O(kV²), d) O(n²)",a,Linear in doc-topic (nk) and topic-term (kV) assignments.,Hard
1186,Natural Language Processing,SanFoundry,Which metric evaluates fluency in dialogue responses?,"a) Perplexity, b) BLEU, c) Precision, d) Recall",a,"Lower perplexity indicates more natural, fluent responses.",Medium
1187,Deep Learning,SanFoundry,"What does ""ERNIE"" enhance over BERT?","a) Knowledge integration, b) Speed, c) Model size, d) Word diversity",a,Enhanced Representation through Knowledge Integration adds entity knowledge.,Hard
1188,Machine Learning,SanFoundry,Which technique reduces memory in NLP inference?,"a) Dynamic Quantization, b) Dropout, c) Batch Norm, d) Gradient Clipping",a,Adjusts precision dynamically post-training for efficiency.,Hard
1189,Deep Learning,SanFoundry,What is the time complexity of training a seq2seq model with n tokens and h hidden units?,"a) O(nh²), b) O(nh), c) O(n²h), d) O(h²)",a,"Linear in n, quadratic in h for encoder-decoder RNN operations.",Hard
1190,Natural Language Processing,SanFoundry,Which loss is best for multi-label NER?,"a) Binary Cross-Entropy, b) Cross-Entropy, c) Hinge Loss, d) MSE",a,Treats each label independently for multi-label tagging.,Hard
1191,Natural Language Processing,SanFoundry,"What does ""TextRank"" extract in text analysis?","a) Key phrases, b) Speed, c) Word frequency, d) Syntax accuracy",a,Graph-based ranking identifies important phrases or sentences.,Medium
1192,Natural Language Processing,SanFoundry,Which method handles cross-lingual transfer in NLP?,"a) mBERT, b) K-Means, c) PCA, d) SARSA",a,Multilingual BERT supports transfer across languages with shared embeddings.,Hard
1193,Reinforcement Learning,SanFoundry,What is the goal of hierarchical RL in dialogue systems?,"a) Decompose tasks, b) Speed up training, c) Reduce parameters, d) Cluster intents",a,"Breaks dialogue into sub-goals (e.g., intent, response) for efficiency.",Hard
1194,Information Retrieval,SanFoundry,Which algorithm optimizes text preprocessing for IR?,"a) Porter Stemmer, b) Q-Learning, c) SVM, d) Gradient Descent",a,Reduces words to stems for consistent indexing and retrieval.,Medium
1195,Deep Learning,SanFoundry,What is the space complexity of a GRU with n tokens and h hidden units?,"a) O(h²), b) O(nh), c) O(n²), d) O(h)",a,"Stores h × h weight matrices, independent of sequence length n.",Hard
1196,Natural Language Processing,SanFoundry,Which metric evaluates precision in text generation?,"a) BLEU, b) Accuracy, c) Precision, d) Recall",c,Precision measures how much generated content matches reference precisely.,Medium
1197,Deep Learning,SanFoundry,"What does ""Performer"" improve in transformers?","a) Attention efficiency, b) Speed, c) Model size, d) Word diversity",a,Uses kernel-based attention to reduce O(n²) to O(n) complexity.,Hard
1198,Reinforcement Learning,SanFoundry,Which technique improves robustness in RL for NLP?,"a) Domain Randomization, b) Dropout, c) Batch Norm, d) Gradient Clipping",a,Trains on varied domains to generalize better in dialogue tasks.,Hard
1199,Natural Language Processing,SanFoundry,What is the time complexity of computing document similarity with n docs and d dim?,"a) O(n²d), b) O(nd), c) O(n²), d) O(d²)",a,"Quadratic in n for pairwise comparisons, linear in d per comparison.",Hard
1200,Natural Language Processing,SanFoundry,Which loss is best for text regression tasks?,"a) Mean Squared Error, b) Cross-Entropy, c) Hinge Loss, d) Contrastive Loss",a,"Minimizes error between predicted and true continuous values (e.g., sentiment scores).",Medium
1201,Deep Learning,SanFoundry,"What does ""LLaMA"" optimize in NLP models?","a) Efficiency for research, b) Speed, c) Model depth, d) Word diversity",a,Language Learning Model from Meta AI is designed for research efficiency.,Hard
1202,Machine Learning,SanFoundry,Which method handles unsupervised text classification?,"a) Zero-Shot with Prompts, b) K-Means, c) PCA, d) SARSA",a,Uses pre-trained models with task prompts for classification without labels.,Hard
1203,Reinforcement Learning,SanFoundry,What is the purpose of policy distillation in RL for NLP?,"a) Compress policies, b) Speed up training, c) Reduce parameters, d) Cluster intents",a,"Transfers knowledge from a large policy to a smaller, efficient one.",Hard
1204,Natural Language Processing,SanFoundry,Which algorithm optimizes sentence boundary detection?,"a) Punkt, b) Q-Learning, c) SVM, d) Gradient Descent",a,Punkt uses unsupervised learning to detect sentence boundaries.,Medium
1205,Deep Learning,SanFoundry,What is the space complexity of an attention mask for n tokens?,"a) O(n²), b) O(n), c) O(d²), d) O(nd)",a,Quadratic in n to store pairwise attention weights or masks.,Hard
1206,Natural Language Processing,SanFoundry,Which metric evaluates redundancy in text summarization?,"a) ROUGE, b) BLEU, c) Distinct-n, d) Precision",c,Distinct-n measures unique n-grams to detect repetitive content.,Hard
1207,AI,SanFoundry,"What does ""Grok"" aim to achieve in NLP?","a) General understanding, b) Speed, c) Model size, d) Word diversity",a,"Designed by xAI for broad, helpful text comprehension (hypothetical context here).",Hard
1208,Machine Learning,SanFoundry,Which technique reduces computation in NLP pretraining?,"a) Sparse Pretraining, b) Dropout, c) Batch Norm, d) Gradient Clipping",a,"Uses sparse updates to focus on key tokens, reducing overhead.",Hard
